artist_name,album_name,genre,label,review_date,reviewer,score
Key Glock,Yellow Tape,Rap,Paper Route Empire,"February 10, 2020",Dean Van Nguyen,7.4
The Mars Volta,Octahedron,Rock,Warner Bros.,"June 30, 2009",Jess Harvell,6.0
Ulla,foam,Experimental / Electronic,3XL,"November 29, 2022",Will Lynch,7.6
Wye Oak,"The Louder I Call, the Faster It Runs",Rock,Merge,"April 6, 2018",Brad Shoup,8.0
No artist found,Pop Ambient 2006,Not found,Kompakt,"February 7, 2006",Mark Richardson,7.2
Kelman Duran,13th Month,Electronic,Apocalipsis,"January 16, 2019",Andy Beta,7.8
The Boy Least Likely To,The Law of the Playground,Rock,+1,"March 5, 2009",Marc Hogan,7.5
Bonobo,Fragments,Electronic / Jazz,Ninja Tune,"January 18, 2022",Sam Goldner,5.4
The Blithe Sons,Arm of the Starfish,Experimental / Rock,Family Vineyard,"August 19, 2004",Matthew Murphy,7.8
Ski Mask the Slump God,Sin City the Mixtape,Rap,Victor Victor Worldwide / Republic,"July 13, 2021",Nadine Smith,6.7
Cerberus Shoal,The Land We All Believe In,Rock,North East Indie,"October 12, 2005",Matthew Murphy,7.3
DJ Lilocox,Paz & Amor EP,Electronic,Príncipe Discos,"May 29, 2018",Andy Beta,7.8
Air,Moon Safari - 10th Anniversary Edition,Electronic,Astralwerks / Virgin,"April 24, 2008",Mark Pytlik,5.6
Nerver,Brothers in Christ EP,Rock,Reptilian / The Ghost Is Clear,"April 18, 2023",Marc Hogan,7.2
Skaters,Manhattan,Not found,Warner Bros.,"February 27, 2014",Stuart Berman,4.8
Barely March,Marely Barch,Rock,Halloween,"May 12, 2018",Ian Cohen,7.5
Neil Diamond,12 Songs,Rock,Columbia,"November 21, 2005",Marc Hogan,4.1
Yellowbirds,The Color,Folk/Country,Royal Potato Family,"March 7, 2011",Joe Tangari,7.7
Fred Thomas,Aftering,Rock,Polyvinyl,"October 3, 2018",Ian Cohen,7.5
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Rock,Top Shelf,"August 21, 2013",Ian Cohen,7.8
Queens of the Stone Age,Lullabies to Paralyze,Rock,Interscope,"March 20, 2005",Amanda Petrusich,7.5
Elvis Depressedly,New Alhambra,Rock,Orchid Tapes / Run for Cover,"May 12, 2015",Colin Joyce,7.3
Matmos,A Chance to Cut is a Chance to Cure,Experimental,Matador,"March 31, 2001",Mark Richardson,8.8
Marissa Nadler,The Path of the Clouds,Folk/Country,Sacred Bones / Bella Union,"November 3, 2021",Emma Madden,7.5
No artist found,No album name found,Electronic,Not found,"July 13, 2006",Mark Richardson,7.9
The Feelies,In Between,Rock,Bar/None,"February 27, 2017",Marc Masters,8.0
Lapalux,Lustmore,Electronic,Brainfeeder,"April 6, 2015",Marcus J. Moore,5.9
The Fratellis,Costello Music,Electronic / Rock,Interscope / Cherrytree,"April 19, 2007",Stuart Berman,5.5
Alex Chilton,"Free Again: The ""1970"" Sessions",Rock,Omnivore,"January 9, 2012",Stephen M. Deusner,7.8
Todd Barry,From Heaven,Not found,Comedy Central,"July 8, 2008",David Raposa,5.2
Demi Lovato,Tell Me You Love Me,Pop/R&B,Island / Hollywood,"October 4, 2017",Jamieson Cox,7.2
Lil Yachty,Teenage Emotions,Rap / Rock,Capitol / Quality Control,"May 26, 2017",Sheldon Pearce,6.8
Elephant Micah,Where in Our Woods,Folk/Country,Western Vinyl,"January 21, 2015",Joel Oliphint,7.6
The Weather Station,Ignorance,Folk/Country,Fat Possum,"February 5, 2021",Sam Sodomsky,9.0
No-Neck Blues Band,Qvaris,Experimental / Rock,5 Rue Christine,"November 10, 2005",Matthew Murphy,8.0
Yo La Tengo,Nuclear War EP,Rock,Matador,"December 1, 2002",No reviewer found,5.9
The BPA,I Think We're Gonna Need a Bigger Boat,Electronic,Southern Fried,"February 2, 2009",Douglas Wolk,5.7
David Bowie,The ‘Mercury’ Demos,Rock,Rhino,"July 10, 2019",Chris O’Leary,7.1
Omar Apollo,Stereo EP,Pop/R&B,self-released,"June 7, 2018",Briana Younger,6.8
The Magic Numbers,Those the Brokes,Rock,Astralwerks,"August 6, 2007",Marc Hogan,6.3
Richard Thompson,Live From Austin TX,Folk/Country,New West,"June 8, 2005",Stephen M. Deusner,7.6
Chromatics,Plaster Hounds,Electronic / Rock,GSL,"February 25, 2004",Brandon Stosuy,7.8
Franz Ferdinand,Franz Ferdinand,Rock,Domino,"March 8, 2004",Brent DiCrescenzo,9.1
Electric Wizard,Time To Die,Not found,Spinefarm,"October 1, 2014",Kim Kelly,7.9
Superchunk,1000 Pounds EP,Rock,Merge,"February 8, 2000",Jeremy Schneyer,7.0
Modey Lemon,The Curious City,Electronic / Rock,Birdman,"September 12, 2005",Jason Crock,7.5
Kiwi Jr.,Football Money,Rock,Mint,"January 21, 2020",Stuart Berman,7.7
The Bevis Frond,Triptych,Rock,Rubric,"January 23, 2002",Chris Dahlen,7.3
Michael O’Shea,Michael O’Shea,Folk/Country,Allchival,"February 2, 2019",Andy Beta,8.4
Lucy Dacus,2019 EP,Rock,Matador,"November 14, 2019",Peyton Thomas,7.6
Stephen Malkmus and the Jicks,Real Emotional Trash,Rock,Matador,"March 3, 2008",Matt LeMay,6.8
Elysia Crampton,Elysia Crampton Presents: Demon City,Experimental,Break World,"July 18, 2016",Kevin Lozano,8.2
Playboi Carti,Playboi Carti,Rap,AWGE / Interscope,"April 22, 2017",Briana Younger,7.3
Richard Horowitz,Eros in Arabia,Experimental,Freedom to Spend,"October 14, 2017",Andy Beta,7.8
Foals,Everything Not Saved Will Be Lost Part 2,Rock,Warner,"October 23, 2019",Hannah Jocelyn,5.7
The Body,"Master, We Perish",Metal,At a Loss,"May 3, 2013",Grayson Haver Currin,8.1
The Amazing,Gentle Stream,Rock,Subliminal Sounds / Partisan,"July 2, 2012",Marc Hogan,7.3
Mac Miller,Faces,Rap,self-released,"May 22, 2014",Craig Jenkins,7.3
S. Carey,Break Me Open,Rock,Jagjaguwar,"April 25, 2022",Amanda Wicks,7.0
Clams Casino,Instrumental Relics,Rap,Clams Casino Productions,"May 6, 2020",Nadine Smith,8.0
Pusha T,My Name Is My Name,Rap,Def Jam / G.O.O.D. Music,"October 9, 2013",Craig Jenkins,8.0
Tu Fawning,Hearts on Hold,Rock,City Slang / Provenance,"November 30, 2010",Stephen M. Deusner,6.2
The Legendary Pink Dots,All the King's Men,Experimental,ROIR,"February 26, 2003",Joe Tangari,7.0
Bruce Haack,The Electric Lucifer,Electronic,Telephone Explosion,"October 5, 2016",Stuart Berman,7.6
No artist found,Congotronics 2: Buzz 'n' Rumble from the Urb'n' Jungle,Not found,Crammed Discs,"January 16, 2006",Joe Tangari,7.9
No artist found,The Land OST,Not found,Mass Appeal,"August 10, 2016",kris ex,6.1
Steven Julien,Fallen,Electronic,Apron,"July 9, 2016",Philip Sherburne,7.1
Nick Hakim,WILL THIS MAKE ME GOOD,Rock,ATO,"May 18, 2020",Jonah Bromwich,6.0
William Basinski,Selva Oscura,Experimental,Temporary Residence Ltd.,"October 16, 2018",Brian Howe,6.0
Phosphorescent,Muchacho,Rock,Dead Oceans,"March 18, 2013",Jayson Greene,8.8
The Locust,The Locust EP,Metal / Rock,GSL,"April 26, 2004",Dan Lett,6.0
Strategy,Graffiti in Space,Electronic / Experimental,Constellation Tatsu,"January 26, 2023",Philip Sherburne,7.4
Mus,Aida: Bliss Out v.17,Rock,Darla,"October 1, 2001",Christopher Dare,7.6
Lolina,Who is experimental music?,Experimental,self-released,"July 11, 2019",Thea Ballard,7.0
Neon Indian,Era Extraña,Electronic,Mom+Pop / Static Tongues,"September 15, 2011",Larry Fitzmaurice,7.9
Blitzen Trapper,Destroyer of the Void,Rock,Sub Pop,"June 4, 2010",No reviewer found,7.5
Keith Hudson,Playing it Cool and Playing it Right,Global,Joint International,"August 12, 2003",Andy Beta,8.3
Dax Pierson,Nerve Bumps (A Queer Divine Dissatisfaction),Experimental,Ratskin / Dark Entries,"February 23, 2021",Jesse Dorris,7.7
Saint Etienne,"Travel Edition, 1990-2004",Electronic / Rock,Sub Pop,"December 13, 2004",Scott Plagenhoef,9.0
Kedr Livanskiy,January Sun,Electronic,2MR,"March 2, 2016",Saby Reyes-Kulkarni,7.8
The Gotobeds,Blood // Sugar // Secs // Traffic,Rock,Sub Pop,"June 23, 2016",Saby Reyes-Kulkarni,5.6
Daedelus,Exquisite Corpse,Electronic / Jazz,Mush,"March 9, 2005",Jason Crock,7.1
The Menzingers,After the Party,Rock,Epitaph,"February 8, 2017",Ian Cohen,6.5
The Clash,The Singles,Rock,Sony,"November 20, 2006",Mark Richardson,8.0
Elissa Mielke,Finally EP,Folk/Country,slashie / Mom+Pop,"June 14, 2021",Peyton Thomas,7.2
Noah Georgeson,Find Shelter,Experimental,Plain,"January 30, 2007",Matthew Murphy,6.8
Annuals,Such Fun,Rock,Canvasback,"October 9, 2008",Eric Harvey,6.6
Starfucker,Reptilians,Electronic / Rock,Polyvinyl,"April 13, 2011",Larry Fitzmaurice,6.5
David Bowie,Cracked Actor (Live Los Angeles ’74),Rock,Parlophone,"June 29, 2017",Chris Randle,8.0
Bill Orcutt,A New Way to Pay Old Debts,Experimental,Editions Mego,"January 17, 2011",Marc Masters,8.0
Evian Christ,Revanchist,Electronic,Warp,"December 14, 2023",Nadine Smith,7.5
Shirley Collins,Lodestar,Folk/Country,Domino,"November 8, 2016",Louis Pattison,8.0
The Aluminum Group,Little Happyness,Pop/R&B,Minty Fresh,"March 5, 2008",Joe Tangari,7.3
Bad Brains,I Against I,Rock,SST,"July 26, 2020",Nabil Ayers,9.3
Whirlwind Heat,Do Rabbits Wonder?,Electronic / Rock,V2 / Third Man,"May 12, 2003",Eric Carr,2.7
The Libertines,Time for Heroes: The Best of The Libertines,Rock,Rough Trade,"December 4, 2007",No reviewer found,5.9
Cephalic Carnage,Lucid Interval,Jazz / Metal,Relapse,"January 27, 2003",Isaiah Violante,8.1
Portastatic,Who Loves the Sun OST,Experimental / Rock,Merge,"June 8, 2006",David Raposa,7.4
Venetian Snares,Rossz Csillag Alatt Született,Electronic,Planet µ,"April 10, 2005",Cameron Macdonald,7.5
Tom Trago,Iris,Electronic,Rush Hour,"June 8, 2011",Tim Finney,6.6
White Town,Women in Technology,Rock,Chrysalis,"November 7, 2021",Marc Hogan,7.2
Wold,Freermasonry,Experimental / Metal,Profound Lore,"January 19, 2012",Grayson Haver Currin,8.3
We Are Wolves,Total Magique,Electronic / Rock,Dare to Care,"October 18, 2007",Adam Moerder,7.3
Janet Jackson,Rhythm Nation 1814,Pop/R&B,A&M,"October 9, 2016",Julianne Escobedo Shepherd,9.0
Howler,World of Joy,Electronic / Rock,Rough Trade,"April 15, 2014",Paul Thompson,5.9
Alan Courtis,Braintrust of Fiends and Werewolves,Experimental,Husky Pants,"September 8, 2023",Vanessa Ague,7.4
Ratking,Wiki93 EP,Rap,XL / Hot Charity,"November 21, 2012",Jordan Sargent,5.8
Dysrhythmia,Psychic Maps,Jazz / Metal / Rock,Relapse,"August 6, 2009",Cosmo Lee,7.0
Horse Feathers,Cynic's New Year,Rock,Kill Rock Stars,"April 25, 2012",Stephen M. Deusner,6.3
The Dresden Dolls,"Yes, Virginia",Rock,Roadrunner,"April 19, 2006",Matt LeMay,7.6
Window Twins,Wish,Not found,Volar,"December 12, 2012",Steven Hyden,6.2
Buzzcocks,The Way,Rock,1-2-3-4 Go!,"November 21, 2014",Jason Heller,5.8
Hit-Boy,Family Not a Group,Rap,Def Jam,"April 23, 2019",Paul A. Thompson,7.3
Elevator,Darkness -> Light,Rock,Blue Fog,"February 21, 2003",Eric Carr,5.6
Swervedriver,Juggernaut Rides,Rock,Castle,"April 17, 2005",David Raposa,8.4
Matthew Shipp,Equilibrium,Experimental / Jazz,Thirsty Ear,"January 27, 2003",Chris Dahlen,7.9
No artist found,"The Art of Field Recording, Vol. 1",Not found,Dust-to-Digital,"December 10, 2007",Amanda Petrusich,9.0
No artist found,No album name found,Experimental,Not found,"February 15, 2005",Joe Tangari,7.7
Mike Cooper,Raft,Experimental,Room40,"July 17, 2017",Andy Beta,6.8
Saint Etienne,Words and Music by Saint Etienne,Electronic / Rock,Interscope,"May 23, 2012",Marc Hogan,7.8
Friendship,Love the Stranger,Folk/Country,Merge,"August 3, 2022",Ian Cohen,7.0
No artist found,No album name found,Folk/Country,Not found,"January 2, 2021",Grayson Haver Currin,7.5
Shannon Lay,Covers Vol. 1,Folk/Country,Sub Pop,"April 18, 2023",Stephen M. Deusner,7.1
Centro-matic,Fort Recovery,Rock,Misra,"May 10, 2006",William Bowers,8.1
Rick Ross,Mastermind,Rap,Maybach,"March 6, 2014",Craig Jenkins,5.8
Drake,Thank Me Later,Rap,Young Money Entertainment / Cash Money / Universal Motown,"June 15, 2010",Ryan Dombal,8.4
Karl Blau,Zebra,Folk/Country,K,"October 19, 2009",Grayson Haver Currin,7.2
Pet Shop Boys,Hotspot,Electronic,x2,"January 30, 2020",Alfred Soto,6.1
Tram,A Kind of Closure,Rock,Jetset,"May 8, 2002",Joe Tangari,7.4
Beat Happening,Music to Climb the Apple Tree By,Rock,K,"September 17, 2003",Brandon Stosuy,7.7
Prince Rama,Top 10 Hits of the End of the World,Electronic,Paw Tracks,"November 9, 2012",Zach Kelly,6.8
Black Lipstick,"Sincerely, Black Lipstick",Rock,Peek-A-Boo,"February 28, 2005",Jason Crock,7.0
Jay-Z,The Black Album,Rap,Roc-A-Fella,"November 16, 2003",Pitchfork,8.0
William Elliott Whitmore,Hymns for the Hopeless,Folk/Country,Southern,"October 15, 2003",Amanda Petrusich,7.5
Blackalicious,Melodica,Rap,Black Mines,"August 15, 2012",Nate Patrin,7.5
Cherry Glazerr,Apocalipstick,Rock,Secretly Canadian,"January 25, 2017",Quinn Moreland,7.4
Do Make Say Think,"You, You're a History in Rust",Rock,Constellation,"February 26, 2007",Brian Howe,7.8
Mach-Hommy,Bulletproof Luh,Rap,Bad Taste,"February 20, 2018",Sheldon Pearce,7.4
T.O.K.,Unknown Language,Global,VP,"June 14, 2005",Tom Breihan,8.1
Th' Legendary Shack-Shakers,Believe,Rock,Yep Roc,"February 16, 2005",Joe Tangari,7.2
Coldair,The Provider,Not found,Twelves,"January 11, 2016",Stuart Berman,7.0
No artist found,No album name found,Rock,Not found,"July 31, 2012",Lindsay Zoladz,8.5
Swans,My Father Will Guide Me Up a Rope to the Sky,Rock,Young God,"September 22, 2010",Jess Harvell,7.7
Ra Ra Riot,Superbloom,Rock,Caroline / Rob the Rich,"August 12, 2019",Arielle Gordon,5.2
Hamilton Leithauser,The Loves of Your Life,Rock,Glassnote,"April 14, 2020",Madison Bloom,7.6
The Assemble Head in Sunburst Sound,When Sweet Sleep Returned,Not found,Tee Pee,"April 15, 2009",Nate Patrin,7.1
Ruins,Mandala 2000/Live at Kichijoji Mandala II,Experimental,Tzadik,"November 25, 2001",Dominique Leone,8.0
Julia Jacklin,Pre Pleasure,Rock,Polyvinyl,"August 26, 2022",Quinn Moreland,7.4
Onra,Fundamentals,Electronic,All City,"May 22, 2015",Clayton Purdom,5.5
Macseal,Super Enthusiast,Rock,6131,"January 6, 2020",Ian Cohen,6.3
No artist found,Children of Nuggets: Original Artyfacts from the Second Psychedelic Era 1976-1996,Not found,Rhino,"September 29, 2005",Joe Tangari,8.6
Mika Miko,We Be Xuxa,Experimental / Rock,Post Present Medium,"May 11, 2009",Joe Colly,6.5
Kaytranada,99.9%,Pop/R&B,XL,"May 13, 2016",Jonah Bromwich,8.0
Sada Baby,Brolik,Rap,Asylum,"January 28, 2020",Sheldon Pearce,7.7
Pinback,Information Retrieved,Rock,Temporary Residence Ltd.,"October 17, 2012",Ian Cohen,6.8
Gerry Mitchell,Scalpel Slice,Electronic / Experimental,Fire,"February 13, 2006",Jason Crock,7.0
Levon Vincent,Silent Cities,Electronic,Novel Sounds,"June 14, 2022",Daniel Bromfield,8.0
Times New Viking,Present the Paisley Reich,Experimental / Rock,Siltbreeze,"March 23, 2007",Jess Harvell,8.2
Jack Harlow,Come Home the Kids Miss You,Rap,Generation Now / Atlantic,"May 10, 2022",Matthew Strauss,2.9
No artist found,No album name found,Rock,Not found,"May 10, 2012",Aaron Leitko,7.6
Puro Instinct,Headbangers in Ecstasy,Not found,Mexican Summer,"February 17, 2011",Ian Cohen,5.8
Melted Toys,Melted Toys,Not found,Underwater Peoples,"July 24, 2014",Stuart Berman,6.3
Holger Czukay,The New Millennium,Experimental,Funfundvierzig,"August 25, 2003",Dominique Leone,7.6
Gods Wisdom,Self Restraint,Rap,self-released,"October 21, 2016",Matthew Ramirez,4.9
Bodies of Water,Ears Will Pop & Eyes Will Blink,Folk/Country,Thousand Tongues,"August 10, 2007",William Bowers,8.2
The Happy Hollows,Spells,Not found,self-released,"November 25, 2009",Paul Thompson,7.2
Stromae,Multitude,Electronic,Mosaert / Darkroom / Interscope,"March 9, 2022",Laura Snapes,8.0
Vic Spencer,The Cost of Victory,Rap,self-released,"January 30, 2015",Winston Cook-Wilson,7.7
Tracey Thorn,Love and Its Opposite,Pop/R&B,Merge,"May 26, 2010",No reviewer found,6.9
Big Thief,Masterpiece,Rock,Saddle Creek,"June 6, 2016",Jill Mapes,7.7
Colour Revolt,The Cradle,Rock,Dualtone,"August 12, 2010",Stephen M. Deusner,4.4
Magnetic Morning,A.M.,Rock,Friend or Faux,"January 30, 2009",David Raposa,5.7
Supersilent,8,Experimental,Rune Grammofon,"December 3, 2007",Chris Dahlen,8.4
Lambchop,What Another Man Spills,Rock,Merge,"August 11, 2018",Stephen M. Deusner,8.2
Hair Police,Constantly Terrified,Experimental / Rock,Troubleman Unlimited,"June 23, 2005",Matthew Murphy,7.6
Sylvester,Step II,Pop/R&B,Fantasy,"February 7, 2021",Eric Torres,9.2
F.S. Blumm,Zweite Meer,Electronic,Morr,"July 6, 2005",Adam Moerder,6.9
Deakin,Sleep Cycle,Experimental / Rock,My Animal Home,"April 18, 2016",Stuart Berman,7.6
MS MR,Secondhand Rapture,Electronic,Columbia,"May 22, 2013",Laura Snapes,6.0
DJ Dog Dick,The Life Stains,Not found,HOSS,"February 4, 2014",Marc Masters,6.9
Giddy Motors,Do Easy,Experimental / Metal / Rock,FatCat,"December 13, 2006",Jason Crock,8.0
Robbie Fulks,Georgia Hard,Rock,Yep Roc,"May 16, 2005",Stephen M. Deusner,4.1
Of Montreal,White Is Relic/Irrealis Mood,Rock,Polyvinyl,"March 13, 2018",Judy Berman,7.2
Dale Earnhardt Jr. Jr.,It's a Corporate World,Electronic / Rock,Warner Bros. / Quite Scientific,"May 24, 2011",Paul Thompson,6.0
Acid Mothers Temple,The New Geocentric World of...,Experimental / Rock,Squealer,"October 2, 2001",No reviewer found,8.9
Clues,Clues,Rock,Constellation,"May 20, 2009",Matthew Perpetua,6.4
Tangiers,Never Bring You Pleasure,Rock,Sonic Unyon,"July 26, 2004",Amanda Petrusich,8.0
Ken Carson,A Great Chaos,Rap,Opium / Interscope,"October 19, 2023",Mano Sundaresan,7.8
Lorde,Pure Heroine,Pop/R&B,Lava / Republic,"October 3, 2013",Lindsay Zoladz,7.3
Sunburned Hand of the Man,The Trickle Down Theory of Lord Knows What,Experimental / Rock,Eclipse,"November 2, 2004",No reviewer found,7.2
PnB Rock,GTTM: Goin Thru the Motions,Rap,Empire,"January 23, 2017",David Turner,6.6
Hella,Tripper,Experimental / Rock,Sargent House,"September 12, 2011",Aaron Leitko,6.0
Big Noble,First Light,Experimental,Affiliates Sound,"February 11, 2015",Brian Howe,6.0
Iron & Wine,Ghost on Ghost,Folk/Country,Nonesuch,"April 19, 2013",Stephen M. Deusner,6.1
Iron & Wine,Archive Series Volume No. 1,Folk/Country,Black Cricket,"February 24, 2015",Stephen M. Deusner,7.2
D33J,Death Valley Oasis,Electronic,Anticon,"September 7, 2017",Jay Balfour,6.8
OOIOO,Armonico Hewa,Experimental / Rock,Thrill Jockey,"December 4, 2009",No reviewer found,7.4
The Ladybug Transistor,The Albemarle Sound,Rock,Merge,"March 23, 1999",Mark Richardson,8.0
Yves Tumor,Serpent Music,Rock,Pan,"October 6, 2016",Andy Beta,7.3
Hannah Frances,Keeper of the Shepherd,Folk/Country,Ruination,"March 7, 2024",Grayson Haver Currin,8.2
Travis Scott,"Huncho Jack, Jack Huncho",Rap,Quality Control / UMG,"January 3, 2018",Brian Josephs,6.3
Alicia Keys,HERE,Pop/R&B,RCA,"November 10, 2016",Vanessa  Okoth-Obbo,6.5
Marissa Nadler,For My Crimes,Folk/Country,Sacred Bones / Bella Union,"October 5, 2018",Olivia Horn,7.2
Wives,The Roy Tapes,Experimental / Rock,Post Present Medium,"December 7, 2011",Aaron Leitko,6.7
Homunculus,Words,Not found,Howling,"May 19, 2003",Joe Tangari,6.4
The Vaccines,English Graffiti,Rock,Columbia,"May 29, 2015",Laura Snapes,6.3
Sondre Lerche,Faces Down,Rock,Astralwerks,"December 11, 2002",Rob  Mitchum,7.4
Buck 65,Situation,Rap,Strange Famous,"November 9, 2007",No reviewer found,6.3
ZelooperZ,Bothic,Rap,Bruiser Brigade,"March 15, 2016",Matthew Strauss,6.3
OMBRE,Believe You Me,Not found,Asthmatic Kitty,"August 29, 2012",Lindsay Zoladz,7.1
Leonard Cohen,The Future,Rock,Columbia,"February 26, 2023",Marc Hogan,8.8
Boards of Canada,Tomorrow's Harvest,Electronic,Warp,"June 10, 2013",Mark Richardson,8.3
Carla Morrison,Amor Supremo,Pop/R&B,Cosmica,"November 5, 2015",Stephen M. Deusner,8.0
Redhooker,Vespers,Rock,Soft Landing,"May 28, 2010",David Raposa,7.2
Black Mountain,Year Zero OST,Rock,Jagjaguwar,"April 3, 2012",Grayson Haver Currin,6.6
No artist found,No album name found,Not found,Not found,"March 11, 2013",Marc Masters,7.7
Okay Kaya,Watch This Liquid Pour Itself,Pop/R&B,Jagjaguwar,"January 28, 2020",Eric Torres,6.8
Plaid,Greedy Baby,Electronic,Warp,"July 10, 2006",Mark Richardson,5.8
Peter Broderick,Music For Falling From Trees,Experimental,Western Vinyl / Erased Tapes,"August 3, 2009",Brian Howe,6.7
The Mountain Goats,Heretic Pride,Rock,4AD,"February 18, 2008",No reviewer found,8.0
Slayyyter,Troubled Paradise,Pop/R&B,Fader Label,"June 14, 2021",Ashley Bardhan,6.0
Baths,Obsidian,Electronic,Anticon,"May 28, 2013",Ian Cohen,8.6
Silmaril,The Voyage of Icarus,Not found,Locust,"April 25, 2007",Matthew Murphy,6.8
The Cradle,Bag of Holding,Experimental,NNA Tapes,"July 30, 2018",Quinn Moreland,8.0
Keep Shelly in Athens,At Home,Electronic / Rock,Cascine,"September 18, 2013",Ian Cohen,6.0
Snow Patrol,A Hundred Million Suns,Rock,Geffen,"November 5, 2008",Joshua Love,4.9
The Black Twig Pickers,Ironto Special,Folk/Country,Thrill Jockey,"November 10, 2010",Stephen M. Deusner,7.2
Big Ghost Ltd,If It Bleeds It Can Be Killed,Rap,self-released,"February 18, 2021",Pete Tosiello,7.0
Sarah Davachi,Pale Bloom,Electronic,W.25TH,"June 8, 2019",Thea Ballard,7.5
Rinocerose,Music Kills Me,Not found,V2,"May 21, 2002",Christopher Dare,2.7
Port St. Willow,Holiday,Not found,self-released,"June 29, 2012",Ian Cohen,7.8
BlueBucksClan,Clan Way 3,Rap,Out the Blue / Capitol,"November 10, 2022",Alphonse Pierre,7.3
Bliss Signal,Bliss Signal,Electronic / Metal,True Panther / Profound Lore,"October 9, 2018",Grayson Haver Currin,6.9
High on Fire,De Vermis Mysteriis,Metal,E1,"April 6, 2012",Brandon Stosuy,8.2
Love,The Blue Thumb Recordings,Rock,Hip-O Select,"July 5, 2007",Stephen M. Deusner,7.9
Our Brother the Native,Sacred Psalms,Experimental / Folk/Country,FatCat,"July 22, 2009",Ian Cohen,4.7
Caroline Shaw,Let the Soil Play Its Simple Part,Experimental,Nonesuch,"July 6, 2021",Allison Hussey,7.8
Shannon Lay,Geist,Folk/Country,Sub Pop,"October 12, 2021",Emma Madden,7.7
Joseph Shabason,The Fellowship,Jazz,Western Vinyl,"May 3, 2021",Zach Schonfeld,7.3
Kurt Vile,Wakin on a Pretty Daze,Rock,Matador,"April 10, 2013",Jayson Greene,8.5
Pale Young Gentlemen,Black Forest (Tra La La),Rock,Science of Sound,"February 17, 2009",Ian Cohen,7.3
YG,Kommunity Service,Rap,Mozzy / 4Hunnid / Empire,"May 25, 2021",Paul A. Thompson,6.6
No artist found,No album name found,Rock,Not found,"January 20, 2011",Stephen M. Deusner,8.3
The Curious Mystery,Rotting Slowly,Rock,K,"June 12, 2009",Marc Hogan,5.7
Elisa Ambrogio,The Immoralist,Not found,Drag City,"November 10, 2014",Grayson Haver Currin,7.3
Sade,Lovers Rock,Pop/R&B,Epic,"October 9, 2020",Rawiya Kameir,8.7
Secret Circuit,Cosmic Vibrations,Pop/R&B,Emotional Response,"January 16, 2015",Andy Beta,7.4
PJ Harvey,"Stories From the City, Stories From the Sea",Rock,Island,"October 31, 2000",No reviewer found,5.5
The National,High Violet,Rock,4AD,"May 10, 2010",Andrew Gaerig,8.7
Gucci Mane,The Return of East Atlanta Santa,Rap,1017 Brick Squad,"December 21, 2016",Renato Pagnani,7.6
Tinariwen,Tassili,Global,Anti-,"August 29, 2011",Joe Tangari,7.8
Big Grams,Big Grams,Rap,Epic,"October 1, 2015",Jay Balfour,6.4
Damien Jurado,Maraqopa,Rock,Secretly Canadian,"February 22, 2012",Larry Fitzmaurice,7.6
LCD Soundsystem,Sound of Silver,Electronic / Rock,EMI / DFA,"March 20, 2007",Mark Pytlik,9.2
Matt & Kim,Matt and Kim,Rock,IHeartComix,"January 8, 2007",Adam Moerder,7.5
Chelsea Wolfe,She Reaches Out to She Reaches Out to She,Rock,Loma Vista,"February 9, 2024",Ashley Bardhan,7.6
Queens of the Stone Age,Era Vulgaris,Rock,Interscope,"June 11, 2007",David Raposa,6.2
Screaming Females,All at Once,Rock,Don Giovanni,"February 23, 2018",Brad Shoup,8.0
Tinariwen,Imidiwan: Companions,Global,World Village,"October 13, 2009",Joe Tangari,7.6
Friendly Foes,Born Radical,Rock,Gangplank,"March 20, 2009",No reviewer found,7.0
Amy Winehouse,AMY: The Original Soundtrack,Pop/R&B,Island,"November 6, 2015",Jia Tolentino,5.4
Booji Boys,Weekend Rocker,Rock,Drunken Sailor,"January 13, 2018",Margaret Farrell,7.0
Princ​€​ss,Princ​€​ss,Experimental,wherethetimegoes,"March 21, 2024",Sam Goldner,7.6
Jaguar Love,Hologram Jams,Electronic / Rock,Fat Possum,"March 5, 2010",Eric Harvey,2.0
Pop Levi,Never Never Love,Rock,Counter,"November 6, 2008",William Bowers,6.0
Greg Ashley,Painted Garden,Folk/Country,Birdman,"March 6, 2007",Marc Masters,6.5
Freestyle Fellowship,Innercity Griots,Rap / Jazz,4th & Broadway,"October 11, 2020",Rollie Pemberton,9.0
The Magic Numbers,The Magic Numbers,Rock,EMI / Heavenly,"May 24, 2005",Marc Hogan,7.6
Zs,Grain,Jazz,Northern Spy,"May 9, 2013",Grayson Haver Currin,7.3
Nick Diamonds,I Am an Attic,Rock,self-released,"August 26, 2011",David Bevan,6.4
Holger Czukay,Movie!,Experimental,Gronland,"June 13, 2016",Andy Beta,8.0
No artist found,STUMM433,Not found,Mute,"August 17, 2019",Daniel Martin-McCormick,6.3
Monade,Socialisme ou Barbarie: The Bedroom Recordings,Rock,Drag City,"May 8, 2003",Dominique Leone,6.5
P.O.S,"Chill, dummy",Rap,Doomtree,"January 27, 2017",Seth Colter Walls,7.4
RZA,Ghost Dog: The Way of the Samurai,Rap,Victor,"October 9, 2022",Jayson Greene,8.5
UNKLE,Only the Lonely EP,Electronic / Jazz,Surrender All,"April 5, 2011",Larry Fitzmaurice,6.0
